BioProject	SRR
630329	11068877
630329	11068876
630329	11068875
630329	11068874
630329	11068873
630329	11068872
630329	11068871
630329	11068870
630329	11068869
630329	11068868
630329	11068867
630329	11068866
630329	11068865
630329	11068864
630329	11068863
630329	11068862
630329	11068861
630329	11068860
630329	11068859
630329	11068858
630329	11068857
630329	11068856
630329	11068855
630329	11068854
630329	11068853
630329	11068852
630329	11068851
630329	11068850
630329	11068849
630329	11068848
630329	11068847
630329	11068846
630329	11068845
630329	11068844
630329	11068843
630329	11068842
630329	11068841
630329	11068840
630329	11068839
630329	11068838
630329	11068837
630329	11068836
630329	11068835
630329	11068834
630329	11068833
630329	11068832
630329	11068831
630329	11068830
630329	11068829
630329	11068828
630329	11068827
630329	11068826
630329	11068825
630329	11068824
630329	11068823
630329	11068822
630329	11068821
630329	11068820
630329	11068819
630329	11068818
630329	11068817
630329	11068816
630329	11068815
630329	11068814
630329	11068813
630329	11068812
630329	11068811
630329	11068810
630329	11068809
630329	11068808
630329	11068807
630329	11068806
630329	11068805
630329	11068804
630329	11068803
630329	11068802
630329	11068801
630329	11068800
630329	11068799
630329	11068798
630329	11068797
630329	11068796
630329	11068795
630329	11068794
630329	11068793
630329	11068792
630329	11068791
630329	11068790
630329	11068789
630329	11068788
630329	11068787
630329	11068786
630329	11068785
630329	11068784
630329	11068783
630329	11068782
630329	11068781
630329	11068780
630329	11068779
630329	11068778
630329	11068777
630329	11068776
630329	11068775
630329	11068774
630329	11068773
630329	11068772
630329	11068771
630329	11068770
630329	11068769
630329	11068768
630329	11068767
630329	11068766
630329	11068765
630329	11068764
630329	11068763
630329	11068762
630329	11068761
630329	11068760
630329	11068759
630329	11068758
630329	11068757
630329	11068756
630329	11068755
630329	11068754
630329	11068753
630329	11068752
630329	11068751
630329	11068750
630329	11068749
630329	11068748
630329	11068747
630329	11068746
630329	11068745
630329	11068744
630329	11068743
630329	11068742
630329	11068741
630329	11068740
630329	11068228
630329	11068227
630329	11068226
630329	11068225
630329	11068224
630329	11068223
630329	11068222
630329	11068221
630329	11068220
630329	11068219
630329	11068218
630329	11068217
630329	11068216
630329	11068215
630329	11068214
630329	11068213
630329	11068212
630329	11068211
630329	11068210
630329	11068209
630329	11068208
630329	11068207
630329	11068206
630329	11068205
630329	11068204
630329	11068203
630329	11068202
630329	11068201
630329	11068200
630329	11068199
630329	11068198
630329	11068197
630329	11068196
630329	11068195
630329	11068194
630329	11068193
630329	11068192
630329	11068191
630329	11068190
630329	11068189
630329	11068188
630329	11068187
630329	11068186
630329	11068185
630329	11068184
630329	11068183
630329	11068182
630329	11068181
630329	11068180
630329	11068179
630329	11068178
630329	11068177
630329	11068176
630329	11068175
630329	11068174
630329	11068173
630329	11068172
630329	11068171
630329	11068170
630329	11068169
630329	11068168
630329	11068167
630329	11068166
630329	11068165
630329	11068164
630329	11068163
630329	11068162
630329	11068161
630329	11068160
630329	11068159
630329	11068158
630329	11068157
630329	11068156
630329	11068155
630329	11068154
630329	11068153
630329	11068152
630329	11068151
630329	11068150
630329	11068149
630329	11068148
630329	11068147
630329	11068146
630329	11068145
630329	11068144
630329	11068143
630329	11068142
630329	11068141
630329	11068140
630329	11068139
630329	11068138
630329	11068137
630329	11068136
630329	11068135
630329	11068134
630329	11068133
630329	11068132
630329	11068131
630329	11068130
630329	11068129
630329	11068128
630329	11068127
630329	11068126
630329	11068125
630329	11068124
630329	11068123
630329	11068122
630329	11068121
630329	11068120
630329	11068119
630329	11068118
630329	11068117
630329	11068116
630329	11068115
630329	11068114
630329	11068113
630329	11068112
630329	11068111
630329	11068110
630329	11068109
630329	11068108
630329	11068107
630329	11068106
630329	11068105
630329	11068104
630329	11068103
630329	11068102
630329	11068101
630329	11068100
630329	11068099
630329	11068098
630329	11068097
630329	11068096
630329	11068095
630329	11068094
630329	11068093
630329	11068092
630329	11068091
630329	11068090
630329	11068089
630329	11068088
630329	11068087
630329	11068086
630329	11068085
630329	11068084
630329	11068083
630329	11068082
630329	11068081
630329	11068080
630329	11068079
630329	11068078
630329	11068077
630329	11068076
630329	11068075
630329	11068074
630329	11068073
630329	11068072
630329	11068071
630329	11068070
630329	11068069
630329	11068068
630329	11068067
630329	11068066
630329	11068065
630329	11068064
630329	11068063
630329	11068062
630329	11068061
630329	11068060
630329	11068059
630329	11068058
630329	11068057
630329	11068056
630329	11068055
630329	11068054
630329	11068053
630329	11068052
630329	11068051
630329	11068050
630329	11068049
630329	11068048
630329	11068047
630329	11068046
630329	11068045
630329	11068044
630329	11068043
630329	11068042
630329	11068041
630329	11068040
630329	11068039
630329	11068038
630329	11068037
630329	11068036
630329	11068035
630329	11068034
630329	11068033
630329	11068032
630329	11068031
630329	11068030
630329	11068029
630329	11068028
630329	11068027
630329	11068026
630329	11068025
630329	11068024
630329	11068023
630329	11068022
630329	11068021
630329	11068020
630329	11068019
630329	11068018
630329	11068017
630329	11068016
630329	11068015
630329	11068014
630329	11068013
630329	11068012
630329	11068011
630329	11068010
630329	11068009
630329	11068008
630329	11068007
630329	11068006
630329	11068005
630329	11068004
630329	11068003
630329	11068002
630329	11068001
630329	11068000
630329	11067999
630329	11067998
630329	11067997
630329	11067996
630329	11067995
630329	11067994
630329	11067993
630329	11067992
630329	11067991
630329	11067990
630329	11067989
630329	11067988
630329	11067987
630329	11067986
630329	11067985
630329	11067984
630329	11067983
630329	11067982
630329	11067981
630329	11067980
630329	11067979
630329	11067978
630329	11067977
630329	11067976
630329	11067975
630329	11067974
630329	11067973
630329	11067972
630329	11067971
630329	11067970
630329	11067969
630329	11067968
630329	11067967
630329	11067966
630329	11067965
630329	11067964
630329	11067963
630329	11067962
630329	11067961
630329	11067960
630329	11067959
630329	11067958
630329	11067957
630329	11067956
630329	11067955
630329	11067954
630329	11067953
630329	11067952
630329	11067951
630329	11067950
630329	11067949
630329	11067948
630329	11067947
630329	11067946
630329	11067945
630329	11067944
630329	11067943
630329	11067942
630329	11067941
630329	11067940
630329	11067939
630329	11067938
630329	11067937
630329	11067936
630329	11067935
630329	11067934
630329	11067933
630329	11067932
630329	11067931
630329	11067930
630329	11067929
630329	11067928
630329	11067927
630329	11067926
630329	11067925
630329	11067924
630329	11067923
630329	11067922
630329	11067921
630329	11067920
630329	11067919
630329	11067918
630329	11067917
630329	11067916
630329	11067915
630329	11067914
630329	11067913
630329	11067912
630329	11067911
630329	11067910
630329	11067909
630329	11067908
630329	11067907
630329	11067906
630329	11067905
630329	11067904
630329	11067903
630329	11067902
630329	11067901
630329	11067900
630329	11067899
630329	11067898
630329	11067897
630329	11067896
630329	11067895
630329	11067894
630329	11067893
630329	11067892
630329	11067891
630329	11067890
630329	11067889
630329	11067888
630329	11067887
630329	11067886
630329	11067885
630329	11067884
630329	11067883
630329	11067882
630329	11067881
630329	11067880
630329	11067879
630329	11067878
630329	11067877
630329	11067876
630329	11067875
630329	11067874
630329	11067873
630329	11067872
630329	11067871
630329	11067870
630329	11067869
630329	11067868
630329	11067867
630329	11067866
630329	11067865
630329	11067864
630329	11067863
630329	11067862
630329	11067861
630329	11067860
630329	11067859
630329	11067858
630329	11067857
630329	11067856
630329	11067855
630329	11067854
630329	11067853
630329	11067852
630329	11067851
630329	11067850
630329	11067849
630329	11067848
630329	11067847
630329	11067846
630329	11067845
630329	11067844
630329	11067843
592182	9495150
592182	9495149
592182	9495148
592182	9495147
592182	9495146
592182	9495145
588472	9360141
588472	9360140
588472	9360139
588472	9360138
588472	9360137
588472	9360136
588472	9360135
588472	9360134
588472	9360133
588472	9360132
588472	9360131
588472	9360130
588472	9360129
588472	9360128
588472	9360127
588472	9360126
576556	11251982
576556	11251981
576556	11251980
576556	11251979
576556	11251978
576556	11251977
576556	11251976
576556	11251975
576556	11251974
576556	11251973
576556	11251972
576556	11251971
576556	11251970
576556	11251969
576556	11251968
576556	11251967
576556	11251966
576556	11251965
576556	11251964
576556	11251963
576556	11251962
576556	11251961
576556	11251960
576556	11251959
576556	11251958
576556	11251957
576556	11251956
576556	11251955
576556	11251954
576556	11251953
576556	11251952
576556	11251951
576556	11251950
576556	11251949
576556	11251948
576556	11251947
576556	11251946
576556	11251945
576556	11251944
576556	11251943
576556	11251942
576556	11251941
576556	11251940
576556	11251939
576556	11251938
576556	11251937
576556	11251936
576556	11251935
576556	11251934
576556	11251933
576556	11251932
576556	11251931
576556	11251930
576556	11251929
576556	11251928
576556	11251927
576556	11251926
576556	11251925
576556	11251924
576556	11251923
576556	11251922
576556	11251921
576556	11251920
576556	11251919
576556	11251918
576556	11251917
576556	11251916
576556	11251915
576556	11251914
576556	11251913
576556	11251912
576556	11251911
576556	11251910
576556	11251909
576556	11251908
576556	11251907
576556	11251906
576556	11251905
576556	11251904
576556	11251903
576556	11251902
576556	11251901
576556	11251900
576556	11251899
576556	11251898
576556	11251897
576556	11251896
576556	11251895
576556	11251894
576556	11251893
576556	11251892
576556	11251891
576556	11251890
576556	11251889
576556	11251888
576556	11251887
576556	11251886
576556	11251885
576556	11251884
576556	11251883
576556	11251882
576556	11251881
576556	11251880
576556	11251879
576556	11251878
576556	11251877
576556	11251876
576556	11251875
576556	11251874
576556	11251873
576556	11251872
576556	11251871
576556	11251870
576556	11251869
576556	11251868
576556	11251867
576556	11251866
576556	11251865
576556	11251864
576556	11251863
576556	11251862
576556	11251861
576556	11251860
576556	11251859
576556	11251858
576556	11251857
576556	11251856
576556	11251855
576556	11251854
576556	11251853
576556	11251852
576556	11251851
576556	11251850
576556	11251849
576556	11251848
576556	11251847
576556	11251846
576556	11251845
576556	11251844
576556	11251843
576556	11251842
576556	11251841
576556	11251840
576556	11251839
576556	11251838
576556	11251837
576556	11251836
576556	11251835
576556	11251834
576556	11251833
576556	11251832
576556	11251831
576556	11251830
576556	11251829
576556	11251828
576556	11251827
576556	11251826
576556	11251825
576556	11251824
576556	11251823
576556	11251822
576556	11251821
576556	11251820
576556	11251819
576556	11251818
576556	11251817
576556	11251816
576556	11251815
576556	11251814
576556	11251813
576556	11251812
576556	11251811
576556	11251810
576556	11251809
576556	11251808
576556	11251807
576556	11251806
576556	11251805
576556	11251804
576556	11251803
576556	11251802
576556	11251801
576556	11251800
576556	11251799
576556	11251798
576556	11251797
576556	11251796
576556	11251795
576556	11251794
576556	11251793
576556	11251792
576556	11251791
576556	11251790
576556	11251789
576556	11251788
576556	11251787
576556	11251786
576556	11251785
576556	11251784
576556	11251783
576556	11251782
576556	11251781
576556	11251780
576556	11251779
576556	11251778
576556	11251777
576556	11251776
576556	11251775
576556	11251774
576556	11251773
576556	11251772
576556	11251771
576556	11251770
576556	11251769
576556	11251768
576556	11251767
576556	11251766
576556	11251765
576556	11251764
576556	11251763
576556	11251762
576556	11251761
576556	11251760
576556	11251759
576556	11251758
576556	11251757
576556	11251756
576556	11251755
576556	11251754
576556	11251753
576556	11251752
576556	11251751
576556	11251750
576556	11251749
576556	11251748
576556	11251747
576556	11251746
576556	11251745
576556	11251744
576556	11251743
576556	11251742
576556	11251741
576556	11251740
576556	11251739
576556	11251738
576556	11251737
576556	11251736
576556	11251735
576556	11251734
576556	11251733
576556	11251732
576556	11251731
576556	11251730
576556	11251729
576556	11251728
576556	11251727
576556	11251726
576556	11251725
576556	11251724
576556	11251723
576556	11251722
576556	11251721
576556	11251720
576556	11251719
576556	11251718
576556	11251717
576556	11251716
576556	11251715
576556	11251714
576556	11251713
576556	11251712
576556	11251711
576556	11251710
576556	11251709
576556	11251708
576556	11251707
576556	11251706
576556	11251705
576556	11251704
576556	11251703
576556	11251702
576556	11251701
576556	11251700
576556	11251699
576556	11251698
576556	11251697
576556	11251696
576556	11251695
576556	11251694
576556	11251693
576556	11251692
576556	11251691
576556	11251690
576556	11251689
576556	11251688
576556	11251687
576556	11251686
576556	11251685
576556	11251684
576556	11251683
576556	11251682
576556	11251681
576556	11251680
576556	11251679
576556	11251678
576556	11251677
576556	11251676
576556	11251675
576556	11251674
576556	11251673
576556	11251672
576556	11251671
576556	11251670
576556	11251669
576556	11251668
576556	11251667
576556	11251666
576556	11251665
576556	11251664
576556	11251663
576556	11251662
576556	11251661
576556	11251660
576556	11251659
576556	11251658
576556	11251657
576556	11251656
576556	11251655
576556	11251654
576556	11251653
576556	11251652
576556	11251651
576556	11251650
576556	11251649
576556	11251648
576556	11251647
576556	11251646
576556	11251645
576556	11251644
576556	11251643
576556	11251642
576556	11251641
576556	11251640
576556	11251639
576556	11251638
576556	11251637
576556	11251636
576556	11251635
576556	11251634
576556	11251633
576556	11251632
576556	11251631
576556	11251630
576556	11251629
576556	11251628
576556	11251627
576556	11251626
576556	11251625
576556	11251624
576556	11251623
576556	11251622
576556	11251621
576556	11251620
576556	11251619
576556	11251618
576556	11251617
576556	11251616
576556	11251615
576556	11251614
576556	11251613
576556	11251612
576556	11251611
576556	11251610
576556	11251609
576556	11251608
576556	11251607
576556	11251606
576556	11251605
576020	11252073
576020	11252072
576020	11252071
576020	11252070
576020	11252069
576020	11252068
576020	11252067
576020	11252066
576020	11252065
576020	11252064
576020	11252063
576020	11252062
576020	11252061
576020	11252060
576020	11252059
576020	11252058
576020	11252057
576020	11252056
576020	11252055
576020	11252054
576020	11252053
576020	11252052
576020	11252051
576020	11252050
576020	11252049
576020	11252048
576020	11252047
576020	11252046
576020	11252045
576020	11252044
576020	11252043
576020	11252042
576020	11252041
576020	11252040
576020	11252039
576020	11252038
576020	11252037
576020	11252036
576020	11252035
576020	11252034
576020	11252033
576020	11252032
576020	11252031
576020	11252030
576020	11252029
576020	11252028
576020	11252027
576020	11252026
576020	11252025
576020	11252024
576020	11252023
576020	11252022
576020	11252021
576020	11252020
576020	11252019
576020	11252018
576020	11252017
576020	11252016
576020	11252015
576020	11252014
576020	11252013
576020	11251982
576020	11251981
576020	11251980
576020	11251979
576020	11251978
576020	11251977
576020	11251976
576020	11251975
576020	11251974
576020	11251973
576020	11251972
576020	11251971
576020	11251970
576020	11251969
576020	11251968
576020	11251967
576020	11251966
576020	11251965
576020	11251964
576020	11251963
576020	11251962
576020	11251961
576020	11251960
576020	11251959
576020	11251958
576020	11251957
576020	11251956
576020	11251955
576020	11251954
576020	11251953
576020	11251952
576020	11251951
576020	11251950
576020	11251949
576020	11251948
576020	11251947
576020	11251946
576020	11251945
576020	11251944
576020	11251943
576020	11251942
576020	11251941
576020	11251940
576020	11251939
576020	11251938
576020	11251937
576020	11251936
576020	11251935
576020	11251934
576020	11251933
576020	11251932
576020	11251931
576020	11251930
576020	11251929
576020	11251928
576020	11251927
576020	11251926
576020	11251925
576020	11251924
576020	11251923
576020	11251922
576020	11251921
576020	11251920
576020	11251919
576020	11251918
576020	11251917
576020	11251916
576020	11251915
576020	11251914
576020	11251913
576020	11251912
576020	11251911
576020	11251910
576020	11251909
576020	11251908
576020	11251907
576020	11251906
576020	11251905
576020	11251904
576020	11251903
576020	11251902
576020	11251901
576020	11251900
576020	11251899
576020	11251898
576020	11251897
576020	11251896
576020	11251895
576020	11251894
576020	11251893
576020	11251892
576020	11251891
576020	11251890
576020	11251889
576020	11251888
576020	11251887
576020	11251886
576020	11251885
576020	11251884
576020	11251883
576020	11251882
576020	11251881
576020	11251880
576020	11251879
576020	11251878
576020	11251877
576020	11251876
576020	11251875
576020	11251874
576020	11251873
576020	11251872
576020	11251871
576020	11251870
576020	11251869
576020	11251868
576020	11251867
576020	11251866
576020	11251865
576020	11251864
576020	11251863
576020	11251862
576020	11251861
576020	11251860
576020	11251859
576020	11251858
576020	11251857
576020	11251856
576020	11251855
576020	11251854
576020	11251853
576020	11251852
576020	11251851
576020	11251850
576020	11251849
576020	11251848
576020	11251847
576020	11251846
576020	11251845
576020	11251844
576020	11251843
576020	11251842
576020	11251841
576020	11251840
576020	11251839
576020	11251838
576020	11251837
576020	11251836
576020	11251835
576020	11251834
576020	11251833
576020	11251832
576020	11251831
576020	11251830
576020	11251829
576020	11251828
576020	11251827
576020	11251826
576020	11251825
576020	11251824
576020	11251823
576020	11251822
576020	11251821
576020	11251820
576020	11251819
576020	11251818
576020	11251817
576020	11251816
576020	11251815
576020	11251814
576020	11251813
576020	11251812
576020	11251811
576020	11251810
576020	11251809
576020	11251808
576020	11251807
576020	11251806
576020	11251805
576020	11251804
576020	11251803
576020	11251802
576020	11251801
576020	11251800
576020	11251799
576020	11251798
576020	11251797
576020	11251796
576020	11251795
576020	11251794
576020	11251793
576020	11251792
576020	11251791
576020	11251790
576020	11251789
576020	11251788
576020	11251787
576020	11251786
576020	11251785
576020	11251784
576020	11251783
576020	11251782
576020	11251781
576020	11251780
576020	11251779
576020	11251778
576020	11251777
576020	11251776
576020	11251775
576020	11251774
576020	11251773
576020	11251772
576020	11251771
576020	11251770
576020	11251769
576020	11251768
576020	11251767
576020	11251766
576020	11251765
576020	11251764
576020	11251763
576020	11251762
576020	11251761
576020	11251760
576020	11251759
576020	11251758
576020	11251757
576020	11251756
576020	11251755
576020	11251754
576020	11251753
576020	11251752
576020	11251751
576020	11251750
576020	11251749
576020	11251748
576020	11251747
576020	11251746
576020	11251745
576020	11251744
576020	11251743
576020	11251742
576020	11251741
576020	11251740
576020	11251739
576020	11251738
576020	11251737
576020	11251736
576020	11251735
576020	11251734
576020	11251733
576020	11251732
576020	11251731
576020	11251730
576020	11251729
576020	11251728
576020	11251727
576020	11251726
576020	11251725
576020	11251724
576020	11251723
576020	11251722
576020	11251721
576020	11251720
576020	11251719
576020	11251718
576020	11251717
576020	11251716
576020	11251715
576020	11251714
576020	11251713
576020	11251712
576020	11251711
576020	11251710
576020	11251709
576020	11251708
576020	11251707
576020	11251706
576020	11251705
576020	11251704
576020	11251703
576020	11251702
576020	11251701
576020	11251700
576020	11251699
576020	11251698
576020	11251697
576020	11251696
576020	11251695
576020	11251694
576020	11251693
576020	11251692
576020	11251691
576020	11251690
576020	11251689
576020	11251688
576020	11251687
576020	11251686
576020	11251685
576020	11251684
576020	11251683
576020	11251682
576020	11251681
576020	11251680
576020	11251679
576020	11251678
576020	11251677
576020	11251676
576020	11251675
576020	11251674
576020	11251673
576020	11251672
576020	11251671
576020	11251670
576020	11251669
576020	11251668
576020	11251667
576020	11251666
576020	11251665
576020	11251664
576020	11251663
576020	11251662
576020	11251661
576020	11251660
576020	11251659
576020	11251658
576020	11251657
576020	11251656
